 0.0000000000000000e+00  0.0000000000000000e+00
 9.9990000999900015e-05  2.0076941247514234e-04
 1.9998000199980003e-04  4.0311764462814832e-04
 2.9997000299970003e-04  6.0704469272000717e-04
 3.9996000399960006e-04  8.1255055051904083e-04
 4.9995000499950004e-04  1.0196352093009137e-03
 5.9994000599940007e-04  1.2282986578486463e-03
 6.9993000699930009e-04  1.4385408824526334e-03
 7.9992000799920012e-04  1.6503618669106654e-03
 8.9991000899910015e-04  1.8637615925279540e-03
 9.9990000999900007e-04  2.0787400381171617e-03
 1.0998900109989002e-03  2.2952971799984350e-03
 1.1998800119988001e-03  2.5134329919994417e-03
 1.2998700129987003e-03  2.7331474454554130e-03
 1.3998600139986002e-03  2.9544405092091883e-03
 1.4998500149985003e-03  3.1773121496112642e-03
 1.5998400159984002e-03  3.4017623305198476e-03
 1.6998300169983002e-03  3.6277910133009138e-03
 1.7998200179982003e-03  3.8553981568282651e-03
 1.8998100189981002e-03  4.0845837174835987e-03
 1.9998000199980001e-03  4.3153476491565737e-03
 2.0997900209979003e-03  4.5476899032448840e-03
 2.1997800219978004e-03  4.7816104286543355e-03
 2.2997700229977006e-03  5.0171091717989280e-03
 2.3997600239976003e-03  5.2541860766009358e-03
 2.4997500249975004e-03  5.4928410844909993e-03
 2.5997400259974005e-03  5.7330741344082193e-03
 2.6997300269973002e-03  5.9748851628002499e-03
 2.7997200279972004e-03  6.2182741036233991e-03
 2.8997100289971005e-03  6.4632408883427373e-03
 2.9997000299970007e-03  6.7097854459321976e-03
 3.0996900309969004e-03  6.9579077028746970e-03
 3.1996800319968005e-03  7.2076075831622455e-03
 3.2996700329967006e-03  7.4588850082960689e-03
 3.3996600339966003e-03  7.7117398972867323e-03
 3.4996500349965005e-03  7.9661721666542690e-03
 3.5996400359964006e-03  8.2221817304283119e-03
 3.6996300369963007e-03  8.4797685001482270e-03
 3.7996200379962005e-03  8.7389323848632555e-03
 3.8996100389961006e-03  8.9996732911326593e-03
 3.9996000399960003e-03  9.2619911230258627e-03
 4.0995900409959004e-03  9.5258857821226110e-03
 4.1995800419958006e-03  9.7913571675131168e-03
 4.2995700429957007e-03  1.0058405175798228e-02
 4.3995600439956008e-03  1.0327029701089589e-02
 4.4995500449955010e-03  1.0597230635009801e-02
 4.5995400459954011e-03  1.0869007866692603e-02
 4.6995300469953004e-03  1.1142361282783040e-02
 4.7995200479952005e-03  1.1417290767437646e-02
 4.8995100489951007e-03  1.1693796202324627e-02
 4.9995000499950008e-03  1.1971877466624046e-02
 5.0994900509949009e-03  1.2251534437028009e-02
 5.1994800519948011e-03  1.2532766987740869e-02
 5.2994700529947012e-03  1.2815574990479419e-02
 5.3994600539946005e-03  1.3099958314473092e-02
 5.4994500549945006e-03  1.3385916826464176e-02
 5.5994400559944008e-03  1.3673450390708022e-02
 5.6994300569943009e-03  1.3962558868973249e-02
 5.7994200579942010e-03  1.4253242120541973e-02
 5.8994100589941012e-03  1.4545500002210023e-02
 5.9994000599940013e-03  1.4839332368287174e-02
 6.0993900609939006e-03  1.5134739070597366e-02
 6.1993800619938007e-03  1.5431719958478949e-02
 6.2993700629937009e-03  1.5730274878784915e-02
 6.3993600639936010e-03  1.6030403675883140e-02
 6.4993500649935011e-03  1.6332106191656634e-02
 6.5993400659934013e-03  1.6635382265503786e-02
 6.6993300669933014e-03  1.6940231734338618e-02
 6.7993200679932007e-03  1.7246654432591036e-02
 6.8993100689931008e-03  1.7554650192207116e-02
 6.9993000699930009e-03  1.7864218842649337e-02
 7.0992900709929011e-03  1.8175360210896871e-02
 7.1992800719928012e-03  1.8488074121445850e-02
 7.2992700729927014e-03  1.8802360396309645e-02
 7.3992600739926015e-03  1.9118218855019142e-02
 7.4992500749925008e-03  1.9435649314623035e-02
 7.5992400759924009e-03  1.9754651589688109e-02
 7.6992300769923010e-03  2.0075225492299530e-02
 7.7992200779922012e-03  2.0397370832061147e-02
